website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1307415/,"US$ 1,300/Mes",73779.03,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,175,8,4,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Picuzzi-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/9091724.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1299644/,"US$ 1,700/Mes",96480.27,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Remodelada,Residencial,260,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,20,https://img.supercasas.com/AdsPhotos/800x600/0/9005968.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1297744/,"US$ 1,200/Mes",68103.72,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,85,7,3,No,2021,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8985973.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297879/,US$ 850/Mes,48240.135,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,85,0,3,No,2021,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8987383.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1306973/,US$ 900/Mes,51077.79,La Esperilla,1.0,2.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,3,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Cisterna-Control de Acceso-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,21,https://img.supercasas.com/AdsPhotos/800x600/0/9083703.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1308537/,"US$ 1,150/Mes",65266.065,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,155,0,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/9101055.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1295371/,"US$ 1,500/Mes",85129.65000000001,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,90,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/8960859.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1309434/,"US$ 1,250/Mes",70941.375,Urbanizacion Real,2.0,2.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,0,4,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/9110906.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1309391/,"US$ 1,000/Mes",56753.100000000006,Bella Vista,1.0,2.0,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,95,0,0,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/9110659.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1308635/,US$ 800/Mes,45402.48,Serralles,1.0,1.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,78,5,3,No,2023,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9102218.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1310685/,"US$ 1,250/Mes",70941.375,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,90,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sat�lite-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,25,https://img.supercasas.com/AdsPhotos/800x600/0/9123768.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1310662/,"US$ 2,000/Mes",113506.20000000001,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sat�lite-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,26,https://img.supercasas.com/AdsPhotos/800x600/0/9123526.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297745/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,130,7,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Inversor-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/8985995.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1309391/,"US$ 1,000/Mes",56753.100000000006,Bella Vista,1.0,2.0,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,95,0,0,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/9110659.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1287417/,"US$ 1,300/Mes",73779.03,Bella Vista,3.0,3.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,200,0,2,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Vestidores-Walk In Closet,20,https://img.supercasas.com/AdsPhotos/800x600/0/8875973.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1310549/,"US$ 2,200/Mes",124856.82,Evaristo Morales,3.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180,0,3,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Picuzzi-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,25,https://img.supercasas.com/AdsPhotos/800x600/0/9122322.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1297752/,"US$ 2,300/Mes",130532.13,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170,0,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,18,https://img.supercasas.com/AdsPhotos/800x600/0/8986087.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1303024/,"US$ 1,900/Mes",107830.89,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/9040641.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1307880/,"US$ 1,000/Mes",56753.100000000006,Naco,3.0,2.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145,3,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Vestidores-Walk In Closet,19,https://img.supercasas.com/AdsPhotos/800x600/0/9093902.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-santo-domingo-centro-d-n-/1310518/,"RD$ 60,000/Mes",60000,Santo Domingo Centro (D.N.),3.0,2.5,"Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170,0,0,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,20,https://img.supercasas.com/AdsPhotos/800x600/0/9121962.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1311480/,"US$ 1,150/Mes",65266.065,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165,0,2,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9132359.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1310687/,"US$ 1,400/Mes",79454.34000000001,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,85,0,3,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Picuzzi-Piscina-Planta El�ctrica-Pozo-Sat�lite-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,26,https://img.supercasas.com/AdsPhotos/800x600/0/9123790.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1309434/,"US$ 1,250/Mes",70941.375,Urbanizacion Real,2.0,2.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,0,4,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/9110906.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1295371/,"US$ 1,500/Mes",85129.65000000001,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,90,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/8960859.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-arroyo-hondo-viejo/1300968/,"US$ 1,300/Mes",73779.03,Arroyo Hondo Viejo,2.0,2.5,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,138,0,3,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9019678.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-bella-vista-sur/1285814/,US$ 900/Mes,51077.79,Bella Vista Sur ,1.0,1.5,"Bella Vista Sur , Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,2,No,2020,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,21,https://img.supercasas.com/AdsPhotos/800x600/0/8859098.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1310405/,"US$ 1,250/Mes",70941.375,Urbanizacion Real,2.0,2.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,135,0,4,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sat�lite-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,25,https://img.supercasas.com/AdsPhotos/800x600/0/9120745.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1304320/,"US$ 1,200/Mes",68103.72,Urbanizacion Real,1.0,1.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,4,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9054909.jpg
supercasas,https://www.supercasas.com/casas-alquiler-prado-oriental/1297761/,"RD$ 39,000/Mes",39000,Prado Oriental,3.0,2.5,"Prado Oriental, Santo Domingo Este, Santo Domingo",Santo Domingo Este,Santo Domingo,Nueva,Residencial,250,0,0,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/8986190.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-renacimiento/1310905/,US$ 900/Mes,51077.79,Renacimiento,1.0,2.0,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,2,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Picuzzi-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,25,https://img.supercasas.com/AdsPhotos/800x600/0/9127910.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-el-vergel/1285816/,US$ 900/Mes,51077.79,El Vergel,1.0,1.5,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,3,No,2020,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,20,https://img.supercasas.com/AdsPhotos/800x600/0/8859212.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1305365/,"US$ 1,550/Mes",87967.30500000001,Bella Vista,2.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,5,2,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sat�lite-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,24,https://img.supercasas.com/AdsPhotos/800x600/0/9066452.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-arroyo-hondo-viejo/1300968/,"US$ 1,300/Mes",73779.03,Arroyo Hondo Viejo,2.0,2.5,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,138,0,3,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9019678.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-serralles/1273478/,"US$ 2,300/Mes",130532.13,Serralles,3.0,2.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180,0,1,S�,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,18,https://img.supercasas.com/AdsPhotos/800x600/0/8727870.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297745/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,130,7,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Inversor-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/8985995.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1305553/,"US$ 1,900/Mes",107830.89,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0,8,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9068474.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1308697/,"US$ 1,000/Mes",56753.100000000006,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,80,8,3,No,2023,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/9102915.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1304715/,"US$ 1,300/Mes",73779.03,Bella Vista,2.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,0,2,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sat�lite-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,26,https://img.supercasas.com/AdsPhotos/800x600/0/9059398.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1311480/,"US$ 1,150/Mes",65266.065,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165,0,2,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/9132359.jpg
