website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1292532/,"US$ 2,500/Mes",141882.75,Los Cacicazgos,3.0,3.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,188,5,1,No,2020,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,19,https://img.supercasas.com/AdsPhotos/800x600/0/8931057.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1303580/,US$ 750/Mes,42564.825000000004,Naco,1.0,1.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,70,2,0,No,N/D,Balc�n-Cisterna-Control de Acceso,3,https://img.supercasas.com/AdsPhotos/800x600/0/9046689.jpg
supercasas,https://www.supercasas.com/oficinas-alquiler-arroyo-hondo-viejo/1303272/,"US$ 1,300/Mes",73779.03,Arroyo Hondo Viejo,5.0,1.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Comercial,73,3,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Cisterna-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9043259.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1290834/,"US$ 2,600/Mes",147558.06,Naco,3.0,3.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,155,5,2,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8912612.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303379/,"US$ 1,500/Mes",85129.65000000001,La Esperilla,1.0,1.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,88,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Gazebo-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,18,https://img.supercasas.com/AdsPhotos/800x600/0/9044444.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-vergel/1303562/,"US$ 1,500/Mes",85129.65000000001,El Vergel,3.0,3.5,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,210,7,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/9046514.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305701/,US$ 850/Mes,48240.135,Mirador Sur,2.0,2.0,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,105,1,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area Servicio Independiente-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Seguridad 24 Horas-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9070003.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-vergel/1303361/,"US$ 3,500/Mes",198635.85,El Vergel,4.0,4.5,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,334,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,20,https://img.supercasas.com/AdsPhotos/800x600/0/9044241.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-santo-domingo-este/1293086/,US$ 50/Mes,2837.655,Santo Domingo Este,1.0,1.0,"Santo Domingo Este, Santo Domingo",Santo Domingo Este,Santo Domingo,Segundo Uso,Residencial,0,3,2,No,N/D,Ascensor-Gimnasio-Lobby-Piscina,4,https://img.supercasas.com/AdsPhotos/800x600/0/8937395.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1288539/,"US$ 2,500/Mes",141882.75,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,111,0,0,No,N/D,Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica,8,https://img.supercasas.com/AdsPhotos/800x600/0/8888713.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-altos-de-arroyo-hondo/1244715/,"US$ 1,200/Mes",68103.72,Altos de Arroyo Hondo,3.0,2.5,"Altos de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,170,0,0,No,N/D,Ascensor-Balc�n-Piscina-Planta El�ctrica-Terraza,5,https://img.supercasas.com/AdsPhotos/800x600/0/8426311.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1280531/,"US$ 1,450/Mes",82291.99500000001,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,160,0,0,No,N/D,Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Estudio-Gimnasio-Lobby-Piscina-Planta El�ctrica,10,https://img.supercasas.com/AdsPhotos/800x600/0/8805259.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-piantini/1282140/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145,0,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores-Walk In Closet,15,https://img.supercasas.com/AdsPhotos/800x600/0/8820499.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1290119/,"US$ 2,600/Mes",147558.06,Piantini,3.0,3.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,262,0,0,No,N/D,Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Estudio-Gimnasio-Piscina-Planta El�ctrica-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/8905357.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1300919/,"US$ 1,200/Mes",68103.72,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,0,1,No,N/D,1/2 Ba�o-Agua Potable-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores-Walk In Closet,15,https://img.supercasas.com/AdsPhotos/800x600/0/9019050.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1241409/,"US$ 1,150/Mes",65266.065,La Esperilla,3.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,165,0,0,No,N/D,Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica,6,https://img.supercasas.com/AdsPhotos/800x600/0/8394451.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1278487/,"US$ 2,850/Mes",161746.33500000002,Piantini,3.0,3.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,262,0,0,No,N/D,1/2 Ba�o-Ascensor-Cuarto de Servicio-Estudio-Gimnasio-Planta El�ctrica-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/8781249.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1296335/,"US$ 1,850/Mes",104993.235,Ensanche Para�so,3.0,3.5,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,201,2,2,No,N/D,Aire Acondicionado-Ascensor-Balc�n-Control de Acceso-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/8971143.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1280731/,"US$ 1,800/Mes",102155.58,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,130,0,0,No,N/D,Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica,9,https://img.supercasas.com/AdsPhotos/800x600/0/8805291.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-piantini/1305643/,"US$ 1,400/Mes",79454.34000000001,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,N/D,147,5,2,No,N/D,Ascensor-Balc�n-Gimnasio-Lobby,4,https://img.supercasas.com/AdsPhotos/800x600/0/9069391.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1305656/,"US$ 2,100/Mes",119181.51000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,N/D,0,0,0,No,N/D,Area de Juegos Infantiles-Cuarto de Servicio-Gimnasio-Piscina,4,https://img.supercasas.com/AdsPhotos/800x600/0/9069511.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1301636/,"US$ 1,200/Mes",68103.72,Serralles,3.0,2.0,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,147,5,0,No,N/D,1/2 Ba�o-Cuarto de Servicio-Seguridad 24 Horas,3,https://img.supercasas.com/AdsPhotos/800x600/0/9026185.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302673/,US$ 850/Mes,48240.135,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,72,6,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9036824.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-viejo/1299902/,"US$ 2,700/Mes",153233.37,Arroyo Hondo Viejo,4.0,3.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,450,0,0,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Piscina-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9008601.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-viejo/1301810/,"US$ 1,500/Mes",85129.65000000001,Arroyo Hondo Viejo,3.0,2.5,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Mixto,300,2,0,No,N/D,1/2 Ba�o-Cuarto de Servicio-Estudio-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/9027856.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305915/,"US$ 2,300/Mes",130532.13,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,195,3,1,No,N/D,1/2 Ba�o-Area Servicio Independiente-Ascensor-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9072170.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-ii/1300731/,"US$ 1,300/Mes",73779.03,Arroyo Hondo II,3.0,2.5,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,332,2,0,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Cuarto de Servicio-Estudio-Patio-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9017135.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305912/,"US$ 1,000/Mes",56753.100000000006,Mirador Sur,1.0,1.0,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,45,1,1,No,N/D,Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,4,https://img.supercasas.com/AdsPhotos/800x600/0/9072131.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305913/,"US$ 2,300/Mes",130532.13,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,195,2,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,7,https://img.supercasas.com/AdsPhotos/800x600/0/9072139.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1301639/,"US$ 1,100/Mes",62428.41,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75,5,2,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Balc�n-Jacuzzi-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9026231.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1301616/,"US$ 1,300/Mes",73779.03,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,160,10,2,No,2023,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9026017.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista-norte/1288795/,"US$ 1,100/Mes",62428.41,Bella Vista Norte,1.0,1.5,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,0,0,1,No,N/D,Cisterna-Gimnasio-Piscina-Planta El�ctrica-Pozo-Terraza,6,https://img.supercasas.com/AdsPhotos/800x600/0/8891460.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1303199/,"US$ 1,100/Mes",62428.41,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,1,No,N/D,Ascensor-Balc�n-Lobby-Planta El�ctrica,4,https://img.supercasas.com/AdsPhotos/800x600/0/9042432.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1304601/,US$ 800/Mes,45402.48,Evaristo Morales,1.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,92,0,0,No,N/D,Balc�n-Cuarto de Servicio,2,https://img.supercasas.com/AdsPhotos/800x600/0/9057962.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1305577/,"US$ 1,500/Mes",85129.65000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,155,0,0,S�,N/D,Balc�n-Cuarto de Servicio-Gimnasio-Piscina-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9068682.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1303195/,"US$ 1,100/Mes",62428.41,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,1,No,N/D,Ascensor-Balc�n-Lobby-Planta El�ctrica,4,https://img.supercasas.com/AdsPhotos/800x600/0/9042393.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-isabela/1290601/,"US$ 2,600/Mes",147558.06,La Isabela,4.0,3.0,"La Isabela, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,0,0,0,No,N/D,Balc�n-Cuarto de Servicio-Patio-Piscina-Terraza,5,https://img.supercasas.com/AdsPhotos/800x600/0/8910249.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-julia/1305581/,US$ 900/Mes,51077.79,La Julia,1.0,1.5,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,1,S�,N/D,Ascensor-Balc�n-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo,8,https://img.supercasas.com/AdsPhotos/800x600/0/9068746.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1303631/,"US$ 1,300/Mes",73779.03,Naco,1.0,2.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,70,11,1,No,N/D,Aire Acondicionado-Ascensor-Balc�n-Gimnasio-Piscina-Seguridad 24 Horas-Terraza,7,https://img.supercasas.com/AdsPhotos/800x600/0/9047252.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-viejo/1304608/,"US$ 3,000/Mes",170259.30000000002,Arroyo Hondo Viejo,3.0,3.5,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,410,2,0,No,N/D,Gazebo-Patio-Seguridad 24 Horas-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/9058039.jpg
supercasas,https://www.supercasas.com/casas-alquiler-altos-de-arroyo-hondo-ii/1303560/,"US$ 1,800/Mes",102155.58,Altos de Arroyo Hondo II,3.0,3.5,"Altos de Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,450,0,0,No,N/D,Cuarto de Servicio-Patio-Terraza,3,https://img.supercasas.com/AdsPhotos/800x600/0/9046478.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1298672/,"RD$ 50,000/Mes",50000,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,3,1,No,N/D,Aire Acondicionado-Ascensor-Balc�n-Cuarto de Servicio-Planta El�ctrica-Shutters,6,https://img.supercasas.com/AdsPhotos/800x600/0/8995722.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304233/,"US$ 1,200/Mes",68103.72,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,50,3,1,No,N/D,Aire Acondicionado-Ascensor-Balc�n-Gimnasio-Jacuzzi-Piscina-Terraza,7,https://img.supercasas.com/AdsPhotos/800x600/0/9054035.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1305502/,"US$ 1,450/Mes",82291.99500000001,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,64,0,0,S�,N/D,Area de Juegos Infantiles-Balc�n-Gimnasio-Piscina-Planta El�ctrica,5,https://img.supercasas.com/AdsPhotos/800x600/0/9068001.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-vergel/1299836/,"US$ 3,500/Mes",198635.85,El Vergel,3.0,3.5,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,310,0,2,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9007971.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1304864/,"RD$ 45,000/Mes",45000,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,143,1,1,No,N/D,Ascensor-Balc�n-Cuarto de Servicio,3,https://img.supercasas.com/AdsPhotos/800x600/0/9060834.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-caribe/1305119/,"RD$ 37,000/Mes",37000,Costa Caribe,3.0,2.0,"Costa Caribe, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,4,0,No,N/D,Balc�n-Cuarto de Servicio,2,https://img.supercasas.com/AdsPhotos/800x600/0/9063609.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1306042/,"US$ 1,250/Mes",70941.375,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,113,5,2,No,2023,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9073619.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1305677/,US$ 900/Mes,51077.79,Los Cacicazgos,2.0,1.0,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,1,0,No,N/D,Aire Acondicionado-Balc�n,2,https://img.supercasas.com/AdsPhotos/800x600/0/9069739.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1305500/,"US$ 1,700/Mes",96480.27,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,2,2,S�,N/D,Area de Juegos Infantiles-Ascensor-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Terraza,9,https://img.supercasas.com/AdsPhotos/800x600/0/9067988.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1306038/,"US$ 1,200/Mes",68103.72,Serralles,3.0,2.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Remodelada,Residencial,160,3,0,No,N/D,Cuarto de Servicio,1,https://img.supercasas.com/AdsPhotos/800x600/0/9073510.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1299826/,"US$ 2,500/Mes",141882.75,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250,3,1,No,N/D,1/2 Ba�o-Agua Potable-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Family Room-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9007890.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1299838/,US$ 900/Mes,51077.79,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,2,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9007989.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1304207/,"US$ 1,350/Mes",76616.685,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150,7,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gimnasio-Lobby-Seguridad 24 Horas-Vestidores-Walk In Closet,13,https://img.supercasas.com/AdsPhotos/800x600/0/9053788.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gala/1306036/,US$ 800/Mes,45402.48,Gala,2.0,2.5,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,107,1,1,No,2022,1/2 Ba�o-Ascensor-Balc�n-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9073496.jpg
